CASE_NUMBER,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,PRIMARY/SUB,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,PRIMARY_CROP,NAICS_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,OVERTIME_PAY_RANGE_UNIT,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDU,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQ,NUM_MONTHS_TRAINING,NAME_REQD_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,ORGANIZATION_FLAG,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Wooldridge, Jonathan D.",P.O. Box 69,,Red House,VA,23963,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,0,0,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Big Fork Farms,6874 Highway One,,Bracey,VA,23919,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,6,6,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Holoway, Audrey M",3257 Smokey Ord. Rd,,Freeman,VA,23856,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Spring Rock Farm,2836 Piney Woods Rd.,,Dolphin,VA,23843,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,3,3,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Farrar, Jr., Wylie",996 Baskerville Road,,Baskerville Road,VA,23915,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,0,0,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Cear Crest Farm, LLC",18401 Old Cryors Rd.,,Mc Kenney,VA,23872,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Green, Bryant A.",6505 Hicksboro Rd.,,Oxford,NC,27565,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,3,3,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Bacon, IV, John R.",774 Reedy Branch Rd.,,Kenbridge,VA,23944,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,6,6,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Shady Oaks Fm,.",3834 Wyatts Mill Rd,,Jarratt,VA,23867,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,6,6,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Shelton, Timothy L.",3804 Dry Fork Rd.,,Dry Fork,VA,24549,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,7,7,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Shelton, Rodney F.",3840 Coleman Mt. Rd.,,Java,VA,24565,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,5,5,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Profitt Farms LLC,23272 Hwy 47,,South Hill,VA,23970,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Jackson, Darrell E.",443 Mt. Vernon Rd.,,Axton,VA,24054,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,1,1,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,James C. Hall & Sons LLC,2356 Hall Road,,La Crosse,VA,23950,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,6,6,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Spring Hollow Farms, LLC",789 Henrys Mill Rd,,Java,VA,24565,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,3,3,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Lewis, Matthew",580 Owen Road,,Blairs,VA,24527,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,0,0,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Garter, Jr., A.G.",15511 Emerald Rd.,,Stoney Creek,VA,23882,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,2,2,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Francis, Randy T.",P.O Box 184,,Charlotte Ct. HS,VA,23923,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Ferrell, Louis T.",7137 Mountain Rd.,,Halifax,VA,24558,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,2,2,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Motley, J. Kevin",246 Stelle Rd.,,Gretna,VA,24557,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,0,0,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Blair III, Wade T.",2535 Hinesville Rd.,,Danville,VA,24541,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,2,2,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Baskerville Farms, Inc.",21508 Baskerville Mill Rd.,,McKenney,VA,23872,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,5,5,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Amos Farm,236 Mountain Dr.,,Callands,VA,24530,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,3,3,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Ingarm, George S.",15901 Old Richmond Rd.,,Keeling,VA,24566,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,8,8,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Powell, Jr., Thomas L.",2021 Wards Corner Rd.,,Keysville,VA,23947,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,0,0,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Slab Town Farms LLC,14432 Hardways Mill Rd.,,Dinwiddle,VA,23841,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Wallace, Richard Edward",1212 Friendship Church Rd.,,Drakes Branch,VA,23937,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,6,6,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Rutledge, Warren J.",445 Rutledge Rd.,,Red Oak,VA,23964,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,1,1,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Ragsdale, Allen S.",1433 Yeatts Store Rd.,,Java,VA,24565,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,0,0,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Ragsdale, John N.",1669 Riceville Rd.,,Java,VA,24565,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,8,8,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Pittard Leaf & Beef Farms,999 Cow Road,,Buffalo Junction,VA,24529,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,2,2,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Tobacco Road Farms, Inc.",809 Old Tobacco Drive,,Dolphin,VA,23843,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Golden Leaf Farms,606 Bailey Rd.,,Keysville,VA,23947,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,2,2,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"W & A Farms, LLC",8937 Dry Bread Rd.,,Lawrenceville,VA,23868,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Bing Farm,10365 Buggs Island Rd.,,Baskerville,VA,23915,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,3,3,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Kelley, III, J. Thomas",18885 Moons Rd.,,Long Island,VA,24569,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,2,2,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Jones, Neil S.",437 Clifton Rd.,,Rawlings,VA,23876,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,4,4,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Hudson, Thomas C.",1126 Richardson Lane,,Alton,VA,24520,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,6,6,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Hite, Richard T.",745 E. 5th. Ave.,,Kenbridge,VA,23944,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,7,7,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Griffin Farms,P.O. Box 36,,Freeman,VA,23856,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,3,3,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"C & C Farms, Inc.",1815 Kress Rd.,,Rawlings,VA,23876,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,7,7,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,Aaron Farms,P.O. Box 107,,Callands,VA,24530,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,2,2,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"Owen Farms, Inc.",1261 Owen Road,,Blairs,VA,24527,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,7,7,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
H-300-17047-939280,2017-03-13,H-2A,2017-02-16,DETERMINATION ISSUED - CERTIFICATION,2017-04-12,2017-12-01,SUB,"R. J. Farms, Inc.",2664 Bennett Circle,,Keeling,VA,24566,UNITED STATES OF AMERICA,,434-572-6871,,,,,,"Farm Worker, Diversified Crops",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,3,3,Y,Seasonal,45,07:00 AM,04:00 PM,$11.27,Hour,,,Hour,N,,None,,,N,,N,,,N,3,Callands  See attachment #1,VA,24530,Y,,Virginia Employment Commission,994984,2017-02-07,2017-08-06
